,corp_code,corp_name,stock_code,modify_date
50557,01473160,지플랜이앤씨, ,20200507
50558,01429336,아프리카오픈스튜디오, ,20200507
50559,01482867,씨엠유동화제일차, ,20200529
50560,01482876,글로벌에스에이치제육차, ,20200529
50561,01482885,포천빌리지제일차, ,20200529
50562,01482894,신한프라이머리텀론비제이차, ,20200529
50563,01482900,밸류플러스비나와이씨, ,20200529
50564,01482919,장강제십삼차, ,20200529
50565,01482928,밸류플러스미드스트림, ,20200529
50566,01482937,더에스에이치제일차, ,20200529
50567,00522690,브로드밴드노원방송, ,20200529
50568,00868219,성원산업, ,20200228
50569,01308149,스탠다드차타드프라이빗에쿼티매니져스코리아, ,20200228
50570,01408926,한빛화스너, ,20200228
50571,00164210,해운대그랜드호텔, ,20200228
50572,01212143,대주기업, ,20200228
50573,01032060,교육혁명, ,20200417
50574,01455535,마르스월드제십차, ,20200420
50575,01468867,아고다페이먼트코리아, ,20200507
50576,00176358,진오, ,20200507
50577,00343127,자유투어,046840,20200228
50578,00921192,만금캐스탑, ,20200228
50579,00448103,세종웨딩, ,20200228
50580,01454129,에스지아큐먼, ,20200423
50581,00227704,도림주철관공업, ,20200511
50582,01456312,지설엔지니어링, ,20200511
50583,01466726,해천, ,20200428
50584,01455207,오에스, ,20200428
50585,01134076,에이원상사, ,20200428
50586,01015063,케이씨알자산관리대부, ,20200406
50587,01262908,디에스제일차, ,20200407
50588,01262944,에스와이루원제일차, ,20200407
50589,01262926,엠피제삼차, ,20200407
50590,01262953,플랜업수지제일차, ,20200407
50591,01209325,비젼, ,20200513
50592,00614405,아로, ,20200513
50593,00971911,세광산업, ,20200513
50594,00639635,혜성금속공업, ,20200513
50595,01231704,신흥산업, ,20200421
50596,01458125,와이케이드래곤, ,20200421
50597,01450220,스타일로프트글로벌, ,20200422
50598,01479614,신보2020제7차유동화전문유한회사, ,20200514
50599,00685102,더유니온, ,20200514
50600,01156014,진현개발, ,20200514
50601,01479632,에스티에코, ,20200514
50602,01453494,한얼알앤디, ,20200514
50603,01479650,천안풍세산업단지개발, ,20200514
50604,01463376,세진제일차, ,20200429
50605,01432118,이노와이즈코리아, ,20200505
50606,01386545,범진, ,20200228
50607,01027411,제민산업개발, ,20200309
50608,01446069,에프앤에이치인베스트먼트, ,20200331
50609,01334676,대교산업개발, ,20200511
50610,00654458,한려엔쵸비, ,20200511
50611,01462696,엠엔, ,20200511
50612,01473629,명품, ,20200511
50613,00107783,남전물산, ,20200511
50614,01281958,한울타리, ,20200529
50615,00376356,서린정보기술, ,20200529
50616,01482973,유승퍼스트파크, ,20200529
50617,01027396,백암, ,20200227
50618,01374434,제이제이다다플러스, ,20200228
50619,01326826,씨케이산업개발, ,20200303
50620,01438343,스타트리제일차, ,20200304
50621,01398382,제이피인스, ,20200304
50622,01455915,헤라클레스제일차, ,20200420
50623,01455924,로얄프랜드제일차, ,20200420
50624,01455933,샤이닝스톤인천, ,20200420
50625,01455942,아이비평택제일차, ,20200420
50626,01455951,씨에스평택제일차, ,20200420
50627,01317314,드림수청제일차유동화전문유한회사, ,20200420
50628,01256785,빅토리아파크매니지먼트, ,20200420
50629,01469680,한국맥케이, ,20200507
50630,01471117,동서기연, ,20200507
50631,01382752,해옴, ,20200228
50632,01143931,에스와이팀, ,20200423
50633,01458611,다목하우즈, ,20200423
50634,00697189,교보데이터센터, ,20200423
